ID, Cloth ID,Age,Review,Rating,Category
2124,1092,39,Bummed out,3,Dresses
2125,850,27,Love it,5,Blouses
2126,872,56,Not kind to curves,2,Knits
2127,1072,60,Perfectly adorable!!!!!,5,Dresses
2128,862,35,Cute top....but shrinks horribly!,1,Knits
2129,862,60,Great tank,5,Knits
2130,872,34,Flattering a comfortable,5,Knits
2131,862,54,,5,Knits
2132,872,25,Fabric is very stiff....,1,Knits
2133,896,42,Just ok,3,Fine gauge
2134,1072,36,Effortless,5,Dresses
2135,896,34,"Beautiful color, pretty design, nice fabric",5,Fine gauge
2136,1126,33,Chic,5,Outerwear
2137,1072,41,So pretty!,5,Dresses
2138,850,42,Too much pep in this peplum...,3,Blouses
2139,872,38,,4,Knits
2140,1072,52,Lovely dress,4,Dresses
2141,1072,58,Great fabric,5,Dresses
2142,872,21,The perfect purple piece,5,Knits
2143,1089,34,Gorgeous and flattering dress by maeve,5,Dresses
2144,911,46,Almost but not quite,3,Fine gauge
2145,872,30,Great every day long-sleeved tee,5,Knits
2146,872,60,Amazing!,5,Knits
2147,872,29,,5,Knits
2148,872,68,Best basic ever,5,Knits
2149,1082,36,,1,Dresses
2150,872,35,Perfect until washed,3,Knits
2151,867,53,,5,Knits
2152,940,37,Not for me,3,Sweaters
2153,1086,67,Love it but. . .,3,Dresses
2154,160,23,,5,Intimates
2155,872,25,Soft & versatile tee,5,Knits
2156,872,62,Need them all!,5,Knits
2157,872,35,Best. tee. ever.,5,Knits
2158,1052,46,"Love, but different colors fit differently",4,Pants
2159,1086,39,Lovely color,4,Dresses
2160,872,65,,5,Knits
2161,872,30,Comfort and style to the max!,5,Knits
2162,872,48,Nice but 5% spandex makes it a bit clingy,4,Knits
2163,984,59,Cute...,5,Jackets
2164,867,53,Confortable - simple,5,Knits
2165,940,46,"Didn't fit well for me, awkward and dull",2,Sweaters
2166,872,33,Luxurious basic tee,5,Knits
2167,872,49,Awesome shirt,5,Knits
2168,867,36,Beautiful,5,Knits
2169,1086,36,,4,Dresses
2170,1094,39,Great summer dress,5,Dresses
2171,876,51,Lovely detail,4,Knits
2172,867,35,Comfortable top,4,Knits
2173,872,38,Favorite go to top,5,Knits
2174,1089,59,,5,Dresses
2175,1072,73,,4,Dresses
2176,867,63,Cutest ever!,5,Knits
2177,872,28,,5,Knits
2178,872,32,,5,Knits
2179,872,44,Too long,2,Knits
2180,872,26,Oversized and unflattering,3,Knits
2181,872,42,,5,Knits
2182,876,48,,4,Knits
2183,872,32,,5,Knits
2184,1086,52,Perfection,5,Dresses
2185,146,31,,5,Lounge
2186,872,32,Perfection,5,Knits
2187,867,51,Very pretty top,4,Knits
2188,984,40,Perfect denim jacket,5,Jackets
2189,872,35,Everyday staple,4,Knits
2190,876,56,Pretty but...,4,Knits
2191,872,37,Amazing,5,Knits
2192,867,46,,5,Knits
2193,1052,67,,5,Pants
2194,940,38,"Ok, but...",4,Sweaters
2195,146,33,,5,Lounge
2196,1086,46,Run don't walk to buy this,5,Dresses
2197,940,34,Want to like it....,3,Sweaters
2198,872,63,What happened?,1,Knits
2199,872,34,Perfect long sleeve tee!,5,Knits
2200,940,50,Adorable but not really a cardigan more a capelet,4,Sweaters
2201,872,36,Love this top,5,Knits
2202,870,39,Lovely,4,Knits
2203,1086,44,Huge,1,Dresses
2204,940,48,,5,Sweaters
2205,1086,44,Only suits smaller chest,2,Dresses
2206,1102,57,,3,Dresses
2207,872,42,The perfect long sleeve t-shirt,5,Knits
2208,1102,50,$200 piece of polyester,2,Dresses
2209,867,22,,5,Knits
2210,872,29,Best tunic ever,5,Knits
2211,146,33,Beautiful design,4,Lounge
2212,1052,26,Sooo comfortable!,5,Pants
2213,1086,62,,5,Dresses
2214,146,25,Love them!,5,Lounge
2215,876,55,,4,Knits
2216,1052,41,Bunched elastic,4,Pants
2217,867,38,Love!,5,Knits
2218,870,37,Unexpected find,5,Knits
2219,876,27,,2,Knits
2220,872,59,Comfort,4,Knits
2221,870,67,,3,Knits
2222,872,64,,5,Knits
2223,867,33,Great t,5,Knits
2224,872,49,Great basic!,4,Knits
2225,870,29,Beautiful embroidery,5,Knits
2226,1086,50,Cute casual with a twist,5,Dresses
2227,867,40,,4,Knits
2228,872,35,Great top,5,Knits
2229,876,38,So close...,3,Knits
2230,1089,47,Pretty dress,4,Dresses
2231,940,44,This is a poncho,3,Sweaters
2232,1082,36,Beautiful dress,4,Dresses
2233,872,32,Great shirt and great quality,5,Knits
2234,949,43,Amazing jacket!,5,Sweaters
2235,1086,74,Awesome dress,5,Dresses
2236,867,33,,4,Knits
2237,1102,31,,5,Dresses
2238,872,25,,5,Knits
2239,872,65,This is a wonderful top!,5,Knits
2240,872,34,Just great,5,Knits
2241,1086,44,Surprisingly lovely,5,Dresses
2242,867,37,,4,Knits
2243,870,43,Looks cheap,1,Knits
2244,1089,60,Absolutely gorgeous!!!,4,Dresses
2245,940,44,"Soft, snuggly and cute",5,Sweaters
2246,872,29,Awesome fit,5,Knits
2247,876,62,,5,Knits
2248,984,54,Amazingly comfortable - but different than photo,5,Jackets
2249,876,63,"Lovely, but flawed",1,Knits
2250,1052,39,Must have for fall..,5,Pants
2251,1072,68,,2,Dresses
2252,129,30,Pills horribly,2,Sleep
2253,1011,35,Loved it from the moment i saw it,5,Skirts
2254,1072,25,Awkward hem,3,Dresses
2255,875,45,Love,5,Knits
2256,129,41,Beautiful,5,Sleep
2257,129,44,,5,Sleep
2258,875,41,"If you have a large chest, step away form this one",3,Knits
2259,1011,58,Lovely,5,Skirts
2260,875,27,,5,Knits
2261,1072,56,So pretty!,4,Dresses
2262,822,31,Cute top,5,Blouses
2263,129,39,Surprised by softness,5,Sleep
2264,832,54,Cute top,2,Blouses
2265,1072,26,Small up top,4,Dresses
2266,129,63,Perfect sweater,5,Sleep
2267,418,46,Great summer pajama pants.,5,Sleep
2268,129,46,Super comfy,5,Sleep
2269,822,38,Unwearable,2,Blouses
2270,418,49,Cute polka dot pattern,4,Sleep
2271,875,34,"Versatile, easy to wear top",4,Knits
2272,1173,68,Girly bra,4,Intimates
2273,129,43,Cozy for lounging,4,Sleep
2274,822,60,Peach delight,5,Blouses
2275,941,46,New favorite thing!,5,Sweaters
2276,129,40,Oh so cozy!,5,Sleep
2277,1072,28,Love the floral print,5,Dresses
2278,1173,34,Cute but hard to put on,3,Intimates
2279,1072,46,Adorable,5,Dresses
2280,1083,64,Wow!,5,Dresses
2281,875,36,Romantic top for fall,5,Knits
2282,1072,23,Great for all seasons,5,Dresses
2283,875,71,Too loose and swingy,3,Knits
2284,129,37,Amazing!,5,Sleep
2285,1072,26,Beautiful,4,Dresses
2286,943,48,Perfect for fall,5,Sweaters
2287,1072,40,Gorgeous but ...,3,Dresses
2288,875,47,,5,Knits
2289,828,29,Cute,4,Blouses
2290,1094,43,Pretty design,5,Dresses
2291,1094,44,,5,Dresses
2292,1094,32,Killer dress,5,Dresses
2293,1094,61,Can be flattering,4,Dresses
2294,1094,35,Flattering cut,5,Dresses
2295,1022,60,Perfect jeans,5,Jeans
2296,1094,32,Lovely dress,5,Dresses
2297,992,25,3-season skirt!,5,Skirts
2298,828,30,"Cute fabric, but odd cut",3,Blouses
2299,1022,45,Great fit but not for a 45 year old,4,Jeans
2300,992,39,Very cute,5,Skirts
2301,1094,39,Kind of sexy,4,Dresses
2302,1094,32,Nice but stiff,3,Dresses
2303,1028,52,Wonderful velvet black jeans!,5,Jeans
2304,828,26,"Great top, but needs undershirt",5,Blouses
2305,517,37,Great fitted top,5,Lounge
2306,1094,42,Great dress but cut too low,3,Dresses
2307,935,63,,5,Sweaters
2308,1094,27,Versatile dress,5,Dresses
2309,828,59,"Travel, weekends, work, go anywhere top.",4,Blouses
2310,1094,55,Flattering versatile travel piece,5,Dresses
2311,828,59,Could have been executed better,3,Blouses
2312,860,47,"Nice top, awful fabric",2,Knits
2313,1094,47,,5,Dresses
2314,1028,50,Amazing!,5,Jeans
2315,860,32,"Do love it, however:",4,Knits
2316,1100,44,Navy oompa loompa,3,Dresses
2317,992,48,Very nice!,5,Skirts
2318,1094,44,Just wow!,5,Dresses
2319,1094,55,Nice dress but cut too low,3,Dresses
2320,1094,56,Flattering but very tight in the chest,3,Dresses
2321,825,50,Gorgeous top! but difficult zipper...,5,Blouses
2322,992,43,"Too small, too complicated",1,Skirts
2323,860,42,,4,Knits
2324,828,39,Nice summer top,5,Blouses
2325,992,42,Buckles and zippers and buttons and straps,3,Skirts
2326,1094,36,Makes you skinny,5,Dresses
2327,1100,31,Surpring dress,5,Dresses
2328,1094,38,Not for the large at bust,5,Dresses
2329,1022,59,Another great pair of stevies!,5,Jeans
2330,964,61,Amazing vest,5,Jackets
2331,835,75,Bought for the color,3,Blouses
2332,835,60,Stunning!!,5,Blouses
2333,964,27,Love it!,5,Jackets
2334,1047,37,Ripped on first day,3,Pants
2335,1047,55,Comfy pants,5,Pants
2336,964,54,Great style,4,Jackets
2337,964,56,,5,Jackets
2338,835,56,Gorgeous color,3,Blouses
2339,835,32,This shirt got me a job,5,Blouses
2340,835,38,Obsessed!,5,Blouses
2341,844,46,Perfect fit for xl,5,Blouses
2342,132,37,Love it but....,4,Shorts
2343,1047,39,,3,Pants
2344,993,39,Almost love,4,Skirts
2345,964,39,Surprised i liked this,5,Jackets
2346,1047,51,,5,Pants
2347,132,45,Amazing!,5,Shorts
2348,844,49,Beautiful,5,Blouses
2349,835,40,Beautiful detail,4,Blouses
2350,132,33,,5,Shorts
2351,844,49,,3,Blouses
2352,1047,62,"Very beautiful, but runs large",5,Pants
2353,993,41,Sizing is off?,4,Skirts
2354,964,33,"Great quality, durable and great fit",5,Jackets
2355,1047,43,Purrrfect pants!,5,Pants
2356,835,49,Stunning color,5,Blouses
2357,964,35,,5,Jackets
2358,835,38,Beautiful blouse but too boxy/swingy,3,Blouses
2359,1047,42,Perfect jogger!,5,Pants
2360,1047,37,Not for me,3,Pants
2361,835,38,"Gorgeous blouse, stunning color and pattern",5,Blouses
2362,132,37,,5,Shorts
2363,1047,54,,5,Pants
2364,1047,63,,5,Pants
2365,1047,66,Nice pants,5,Pants
2366,872,34,"Love the shirt, but arm holes are a bit big",2,Knits
2367,1025,39,Perfect fit,5,Jeans
2368,1047,37,,5,Pants
2369,872,26,Awesome top,4,Knits
2370,844,26,Too sheer,2,Blouses
2371,1028,41,Great jean for 'boyfriend' fit,5,Jeans
2372,1047,58,Bought the neutral today,4,Pants
2373,132,62,Beware when washing,3,Shorts
2374,1110,30,Pijamas or dress?,2,Dresses
2375,176,34,"Comfy, well made, not crazy about the fit",3,Sleep
2376,1078,34,Perfect sweater dress to brighten up winter.,4,Dresses
2377,248,38,"A supportive, comfy bralette? actually, yes.",5,Intimates
2378,1110,35,Lightweight!,5,Dresses
2379,1078,48,Lovely sweater dress,5,Dresses
2380,1110,39,What a controversial piece,3,Dresses
2381,1110,53,Unique dress,4,Dresses
2382,1110,56,Pretty fabric but needs serious pressing,3,Dresses
2383,873,39,Okay,3,Knits
2384,1110,28,Frumpy and clingy,2,Dresses
2385,176,27,Softest robe,5,Sleep
2386,873,24,Nice jacket,4,Knits
2387,1110,34,,4,Dresses
2388,873,54,,5,Knits
2389,1002,53,"Upholstery material, dry clean only! runs small.",2,Skirts
2390,873,56,So fun to wear,5,Knits
2391,1099,49,Great summer dress,5,Dresses
2392,873,40,Nice jacket to put outfit together,4,Knits
2393,1078,58,Classic,5,Dresses
2394,873,59,,5,Knits
2395,1078,26,Slightly disagree with others,3,Dresses
2396,1134,62,,4,Outerwear
2397,248,49,Pretty but not perfect,3,Intimates
2398,873,34,So-so,3,Knits
2399,1078,45,Beautiful dress,5,Dresses
2400,873,69,Great jacket,5,Knits
2401,1110,47,Silky and sweet,4,Dresses
2402,1110,34,Refreshing green,5,Dresses
2403,873,28,Wanted to love it....!,2,Knits
2404,1078,47,Quality and look make it a winner,5,Dresses
2405,930,41,Wanted to love this,3,Sweaters
2406,176,37,Not a great fit,2,Sleep
2407,873,55,Versatile,4,Knits
2408,1110,53,Ethereal and lovely,5,Dresses
2409,1110,43,Stunning and well-made,5,Dresses
2410,873,24,,1,Knits
2411,1110,34,"Beautiful fabric, frumpy looking on me, however",3,Dresses
2412,1110,44,,5,Dresses
2413,1078,39,Lovely long loose,5,Dresses
2414,969,39,Runs large,5,Jackets
2415,1110,38,Elegant and flattering,5,Dresses
2416,176,46,Plaid sherpa robe rocks!,5,Sleep
2417,1099,34,Huge,2,Dresses
2418,248,48,Beautiful & comfortable w/perfect fit,5,Intimates
2419,1110,44,Prim and proper,5,Dresses
2420,798,37,Love this bra and pantie set!,5,Intimates
2421,176,65,Better than expected!,4,Sleep
2422,1134,39,"Fabric was divine, but...",3,Outerwear
2423,341,54,Lightweight and holds their shape,5,Pants
2424,341,42,This one doesn't work with full hips,4,Pants
2425,873,50,Looks cute - but sheds!,2,Knits
2426,1110,35,Weird back,3,Dresses
2427,939,39,,1,Sweaters
2428,820,48,Cool versatile tank,5,Blouses
2429,872,61,Classy t-shirt,5,Knits
2430,1085,33,Great multi-purpose dress,4,Dresses
2431,820,46,So summery!,5,Blouses
2432,1116,20,Makes you look like a football player,1,Outerwear
2433,861,36,"Super cute, but big",4,Knits
2434,1076,32,Flowing silk stunner,4,Dresses
2435,1116,60,,3,Outerwear
2436,939,41,Disapppointing,2,Sweaters
2437,1085,39,Love it!,5,Dresses
2438,895,56,Comfortable but stylish,5,Fine gauge
2439,895,63,Just couldn't get it to work,3,Fine gauge
2440,1085,31,"Beautiful, but a bit boxy",4,Dresses
2441,1085,40,Cute and elegant,5,Dresses
2442,820,38,Buy this!,5,Blouses
2443,895,45,Pretty party piece,4,Fine gauge
2444,1085,39,"Gorgeous dress, runs large",4,Dresses
2445,939,35,Cozy fall staple,5,Sweaters
2446,1085,46,Something different that's super flattering,5,Dresses
2447,859,83,Beautiful but runs large.,5,Knits
2448,1085,42,New favorite dress,5,Dresses
2449,1085,46,Beautiful,5,Dresses
2450,895,45,,5,Fine gauge
2451,861,49,Comfort and style,5,Knits
2452,820,21,Classy top,4,Blouses
2453,895,43,Fun holiday top,4,Fine gauge
2454,872,62,Lovely top,5,Knits
2455,1085,22,"Super cute, great for a wedding",5,Dresses
2456,861,53,Summer time comfort,4,Knits
2457,861,35,Cute summer tee!,5,Knits
2458,1085,31,Favorite purchase!,5,Dresses
2459,1116,63,,2,Outerwear
2460,820,51,"Nice summer top, but very billowy",4,Blouses
2461,1116,50,Unique coat,4,Outerwear
2462,872,58,,5,Knits
2463,1085,31,,4,Dresses
2464,861,37,Waaay to big,3,Knits
2465,1085,43,Christmas and valentine's day dress in one!,4,Dresses
2466,1085,44,,5,Dresses
2467,820,58,,3,Blouses
2468,939,43,,5,Sweaters
2469,895,35,Sparkles and lace a nice touch,5,Fine gauge
2470,895,61,More shimmery than pictured,5,Fine gauge
2471,1085,22,Awesome flare!,5,Dresses
2472,753,51,Comfy but put together.,5,Lounge
2473,820,65,Blue stripe is pale! :(,4,Blouses
2474,895,22,"Elegant design, awkward cowl",4,Fine gauge
2475,872,67,Runs quite large,5,Knits
2476,895,64,Pretty but unbalanced,2,Fine gauge
2477,1027,54,Tts but really long!,5,Jeans
2478,872,50,Love at first sight!,4,Knits
2479,820,51,Here comes summer,5,Blouses
2480,895,34,Sparkly sweater,2,Fine gauge
2481,753,55,Soft and super comfy,5,Lounge
2482,96,41,,2,Intimates
2483,939,35,Could do better,4,Sweaters
2484,1078,44,,3,Dresses
2485,1081,68,,5,Dresses
2486,939,67,Sooo flattering!,5,Sweaters
2487,1095,34,,5,Dresses
2488,1095,21,Poor quality,2,Dresses
2489,939,67,Lots of style,5,Sweaters
2490,872,39,Great design but fabric pills very quickly,4,Knits
2491,1078,49,"No, just no.",1,Dresses
2492,1078,39,Gorgeous for fall,5,Dresses
2493,939,30,"Great light coat, poorly made",3,Sweaters
2494,1078,40,Not quite the right fit,4,Dresses
2495,14,32,Luxurious and flattering,5,Intimates
2496,1078,57,Picture misleading,3,Dresses
2497,1078,35,Cute!,5,Dresses
2498,1077,25,,5,Dresses
2499,939,35,Fall perfect,5,Sweaters
2500,1078,29,Cute but runs large,3,Dresses
2501,1077,28,Very pleased,5,Dresses
2502,1078,50,Great with leggings,4,Dresses
2503,939,53,So disappointed,1,Sweaters
2504,1078,47,A shirtdress that swings,5,Dresses
2505,996,45,"Beautifully-made, lovely 3-seasons skirt",5,Skirts
2506,1078,42,Classic!,5,Dresses
2507,1078,61,Enormous,3,Dresses
2508,1078,33,Not my kind of fit,2,Dresses
2509,1081,29,Great basic,5,Dresses
2510,839,33,Stiff material,5,Blouses
2511,1077,57,Not at all as pictures,1,Dresses
2512,1095,34,Beautiful and flowy,5,Dresses
2513,996,38,Runs small...dowdy length,3,Skirts
2514,1078,44,Wonderful but button issues,4,Dresses
2515,1078,42,Why isn't this dress sold out?!,5,Dresses
2516,1078,39,Velvet crush,5,Dresses
2517,1078,47,Babydoll,4,Dresses
2518,1078,38,Versitle,4,Dresses
2519,996,32,,5,Skirts
2520,1077,28,,5,Dresses
2521,1078,44,Classic and comfort,4,Dresses
2522,1078,44,Babydoll rock and roll,4,Dresses
2523,1078,38,Great fall dress,5,Dresses
2524,1078,64,Classic and classy,5,Dresses
2525,872,54,Great light weight sweater!,5,Knits
2526,1078,39,Cute and comfortable,5,Dresses
2527,1078,47,Really pretty dress,3,Dresses
2528,862,51,Super hip,5,Knits
2529,988,67,Beautiful,5,Skirts
2530,1095,45,Classic,4,Dresses
2531,1104,32,It's beautiful!!,5,Dresses
2532,870,29,Suprisingly great!,5,Knits
2533,1054,43,Oh myyyy comfort!!!!,5,Pants
2534,1025,45,The new overall,5,Jeans
2535,850,47,Unique and beautiful,4,Blouses
2536,850,53,Gorgeous and unique,5,Blouses
2537,850,35,,5,Blouses
2538,870,68,Cute and comfy!,5,Knits
2539,850,53,Amazing vintage top,5,Blouses
2540,850,24,Such a unique piece!,4,Blouses
2541,850,42,Too shimmery,3,Blouses
2542,944,47,Too much fabric,1,Sweaters
2543,1095,46,Classic dress,4,Dresses
2544,850,39,Lovely colors but boxy,4,Blouses
2545,850,54,,5,Blouses
2546,1054,37,,5,Pants
2547,870,55,Lovelovelovelovelove*million,5,Knits
2548,1104,37,Cute and understated,4,Dresses
2549,850,63,Gorgeous arts and crafts aesthetic,5,Blouses
2550,1095,34,Two tone halter dress,3,Dresses
2551,1095,51,Try it and you won't regret it,4,Dresses
2552,870,35,,2,Knits
2553,1104,35,Good for broader shoulders,4,Dresses
2554,944,45,,3,Sweaters
2555,870,25,"Strange fit, nice fabric and stitching",2,Knits
2556,900,64,Pretty but going back,3,Fine gauge
2557,900,41,Love it,4,Fine gauge
2558,850,29,Stunning top,5,Blouses
2559,850,56,Greatest party top,5,Blouses
2560,870,30,,5,Knits
2561,1095,51,,4,Dresses
2562,900,49,It's a shame,1,Fine gauge
2563,870,53,Cute,4,Knits
2564,1010,54,Runs very small,3,Skirts
2565,850,43,Exquisite!,5,Blouses
2566,1104,36,,1,Dresses
2567,1095,36,Beauty,5,Dresses
2568,1054,47,Super cute,5,Pants
2569,1095,39,White too white,4,Dresses
2570,1054,37,Best pants ever!!!,5,Pants
2571,1054,29,,1,Pants
2572,900,57,Tunic love,5,Fine gauge
2573,864,50,So pretty!,5,Knits
2574,870,49,Love the design,4,Knits
2575,1095,45,Very flattering dress!,5,Dresses
2576,1054,24,Unique and so fun,5,Pants
2577,1054,43,"Kinda cute, but elastic too tight around the legs",2,Pants
2578,1110,20,Cute dress,3,Dresses
2579,18,42,Disappointing quality,1,Jeans
2580,1089,41,Gorgeous!,5,Dresses
2581,1110,60,Easy summer dress,5,Dresses
2582,1089,41,Do not buy this dress,1,Dresses
2583,1110,42,Not a fan,3,Dresses
2584,1110,45,Best. dress. ever.,5,Dresses
2585,1110,29,Super flattering and unique,5,Dresses
2586,1110,55,A dress fit for a woman,5,Dresses
2587,1110,59,Great find,5,Dresses
2588,1110,39,Perfection!,5,Dresses
2589,1110,35,,5,Dresses
2590,975,37,,4,Jackets
2591,1110,51,Love this dress,5,Dresses
2592,863,41,Not as it seems..,2,Knits
2593,1089,53,Three strikes,2,Dresses
2594,1110,51,Recommend with a but,3,Dresses
2595,818,50,Lovely color but flimsy!,3,Blouses
2596,1110,39,,5,Dresses
2597,851,59,,4,Blouses
2598,851,38,Gorgeous blouse,5,Blouses
2599,1110,51,The white dress is extremely see-through,2,Dresses
2600,975,48,Amazing jacket!,5,Jackets
2601,1110,55,Great linen dress,4,Dresses
2602,975,46,,5,Jackets
2603,863,64,Very cute,5,Knits
2604,659,23,Love! my new favorite swimsuit!,5,Swim
2605,1089,31,Loved it,5,Dresses
2606,1110,44,Hourglass figure gals rejoice,5,Dresses
2607,1110,38,Fabulous spring/summer dress,5,Dresses
2608,863,49,"Simple top, love the shape",5,Knits
2609,1059,53,Will pass on these,2,Pants
2610,1059,33,Excited,4,Pants
2611,834,44,Not flattering on anyone,2,Blouses
2612,1085,56,Not a rich style...,2,Dresses
2613,829,49,Great staple,5,Blouses
2614,1085,50,Definitely a summer dress,3,Dresses
2615,829,54,Flattering,5,Blouses
2616,1044,41,Cute and comfortable,5,Pants
2617,829,39,Classic,4,Blouses
2618,831,33,Dissapointed,3,Blouses
2619,829,29,Wanted to like this more,3,Blouses
2620,829,49,Great fun top,5,Blouses
2621,1111,33,,5,Dresses
2622,1082,57,Awesome colors and shape,5,Dresses
2623,1044,24,Vintage-contemporary fashion,4,Pants
2624,1044,51,Great cropped pants,5,Pants
2625,1080,29,Could have been great!,2,Dresses
2626,831,60,Cute and different!,4,Blouses
2627,1059,46,Really cut pants,4,Pants
2628,829,74,Cool top,5,Blouses
2629,1081,33,Cayucos tunic,5,Dresses
2630,945,32,Perfect for fall!,5,Sweaters
2631,1059,32,Cute and comfortable,5,Pants
2632,1044,45,Great product,5,Pants
2633,829,28,"Simple, flattering, very summer",5,Blouses
2634,1059,41,Super cute,4,Pants
2635,598,36,Fine on sale,3,Swim
2636,1086,45,Summer favorite,4,Dresses
2637,649,43,New favorite brand of yoga pants,5,Lounge
2638,1085,44,Nope,2,Dresses
2639,1044,25,Fun and tons of compliments!,4,Pants
2640,828,36,Love the back,5,Blouses
2641,649,37,Aquarelle leggings rock!!,5,Lounge
2642,945,35,Nice fit - super cute,5,Sweaters
2643,1044,49,Completely cute!,5,Pants
2644,598,68,Not worth the price but looks good!,3,Swim
2645,1059,33,Staple!,5,Pants
2646,935,60,Warm and cozy,5,Sweaters
2647,829,52,The fit is the thing for this top!,5,Blouses
2648,1044,48,Nice quality pants at a great price,5,Pants
2649,1059,34,Great for work,4,Pants
2650,1044,48,Even works for the petite,5,Pants
2651,1104,58,Perfect dress for a casual outdoor wedding,4,Dresses
2652,1059,34,Great!,4,Pants
2653,1044,45,"Great fit, but high maintenance",4,Pants
2654,282,45,Mixed review,3,Shorts
2655,282,45,Love these!,5,Shorts
2656,282,33,Great shorts,4,Shorts
2657,52,48,Cant go wrong,5,Shorts
2658,282,48,Fave shorts,5,Shorts
2659,859,57,Great top!,5,Knits
2660,282,41,Best shorts!,5,Shorts
2661,881,33,Boxy,3,Knits
2662,282,49,Love these shorts,5,Shorts
2663,282,54,Love. love. love.,5,Shorts
2664,1095,36,"Ethereal, powerful, unique - once i put in darts!",5,Dresses
2665,1128,41,,3,Outerwear
2666,1033,40,Just okay,3,Jeans
2667,881,58,Short waist,2,Knits
2668,282,37,Different colors are sized differently,4,Shorts
2669,282,39,Comfy and ok for muscular thighs,4,Shorts
2670,282,41,Love these but color faded when washed,3,Shorts
2671,859,54,,5,Knits
2672,282,43,New favorite shorts!,5,Shorts
2673,282,48,Great casual short,5,Shorts
2674,282,56,Summer staple,5,Shorts
2675,282,49,Color run,1,Shorts
2676,1131,38,Great fall coat!!,5,Outerwear
2677,282,31,Love these shorts!!,5,Shorts
2678,1095,33,It fits!,4,Dresses
2679,282,49,Comfy and cute,5,Shorts
2680,52,33,Super comfy and cute,5,Shorts
2681,1033,28,Whoa vanity sizing!,1,Jeans
2682,282,53,Please bring back the grey/gray!,4,Shorts
2683,282,42,,4,Shorts
2684,282,63,Do not buy it!!!,1,Shorts
2685,282,49,,5,Shorts
2686,282,43,I love these shorts!,5,Shorts
2687,282,28,"Comfy, summery",5,Shorts
2688,282,42,Wow,5,Shorts
2689,881,34,Very soft and pretty,5,Knits
2690,282,47,Something about these shorts!,5,Shorts
2691,881,39,Fun and unique,4,Knits
2692,1095,70,Most beautivul fabric ever!,5,Dresses
2693,282,25,Great fitting for women with curves,5,Shorts
2694,881,29,,3,Knits
2695,282,34,Love pilcro!,5,Shorts
2696,817,49,Super gorgeous!,5,Blouses
2697,859,39,A favorite this season,5,Knits
2698,881,52,Perfect for party,4,Knits
2699,282,28,Love and disappointment!,2,Shorts
2700,282,41,Great shorts!!!!,5,Shorts
2701,818,36,Pretty,4,Blouses
2702,282,51,Go to shorts!,5,Shorts
2703,1128,40,,5,Outerwear
2704,282,29,Perfect shorts,5,Shorts
2705,282,39,Best shorts around in years!,5,Shorts
2706,1095,33,Burlap maternity dress?,1,Dresses
2707,862,28,Too pricey for the product,4,Knits
2708,282,41,Love these shorts!,5,Shorts
2709,817,60,Amazing top!,5,Blouses
2710,282,43,Favorite shorts ever,5,Shorts
2711,282,38,Just what i needed in a summer short,5,Shorts
2712,282,32,Perfect,4,Shorts
2713,818,57,Simply beautiful.,5,Blouses
2714,1094,23,,5,Dresses
2715,1086,26,Perfect for summer!,5,Dresses
2716,1022,38,Love these jeans!,5,Jeans
2717,1030,38,So long,3,Jeans
2718,872,38,In love,5,Knits
2719,984,34,Perfect for fall,5,Jackets
2720,872,52,,4,Knits
2721,945,22,Perfect,5,Sweaters
2722,1094,28,Fall transition dress,5,Dresses
2723,945,23,Not for me,4,Sweaters
2724,1094,62,Gorgeous but super overpriced,4,Dresses
2725,872,48,Great top!,5,Knits
2726,984,39,Great shape,5,Jackets
2727,1094,41,So beautiful!,5,Dresses
2728,21,55,Love love love,5,Fine gauge
2729,1094,33,Elegant and fun,4,Dresses
2730,984,42,Classic and edgy all-in-one,5,Jackets
2731,1094,30,Gorgeous top to bottom,5,Dresses
2732,872,46,Perfect summer to fall top,5,Knits
2733,1086,47,More colors please!,4,Dresses
2734,988,25,Really close to liking it - but planning to return,4,Skirts
2735,872,66,Adorable but different than i expected,4,Knits
2736,872,41,On trend,4,Knits
2737,988,26,My heart broke a little when i received this skirt,2,Skirts
2738,921,32,Love!!!,5,Sweaters
2739,1094,36,,5,Dresses
2740,1086,48,Too sheer,1,Dresses
2741,872,66,Not for me.,3,Knits
2742,1094,22,Love love love this dress,5,Dresses
2743,984,28,Stranger things look,5,Jackets
2744,872,55,Great casual or dressy top,4,Knits
2745,1022,57,So happy i treated myself!,5,Jeans
2746,1086,22,Cute but needs a lining,4,Dresses
2747,732,43,Unique little socks,4,Legwear
2748,868,36,Not good,2,Knits
2749,872,42,Must have!,4,Knits
2750,1094,39,,4,Dresses
2751,868,33,Doesn't wash well :(,1,Knits
2752,872,36,Love it!,5,Knits
2753,1086,52,"Simple, well-made dress, but needs a slip",4,Dresses
2754,1094,32,So flattering!,5,Dresses
2755,1123,52,Worth the investment!,5,Outerwear
2756,872,34,Great fall top!,4,Knits
2757,878,43,Disappointing,1,Knits
2758,1086,62,Cute summery print,4,Dresses
2759,878,42,Seeeee thru!,3,Knits
2760,878,33,,5,Knits
2761,1080,24,So short,3,Dresses
2762,1086,41,Lovely little number,5,Dresses
2763,878,34,,5,Knits
2764,1080,35,"Cute, go to dress",5,Dresses
2765,1086,39,Whimsical style,5,Dresses
2766,878,62,,4,Knits
2767,868,44,Great top if you get the right size!!,5,Knits
2768,972,72,,3,Jackets
